Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Unit_Price,Sales,Profit,Payment_Mode,Sales_Channel,Ship_Mode,Category
50510,135,1053,2025-06-20,1,0.05,453.24,430.58,98.73,Credit Card,Store,Standard,Stationery
50511,92,1055,2025-03-15,3,0.0,15982.2,47946.6,9339.43,UPI,Website,Standard,Storage
50512,101,1006,2025-06-08,4,0.15,2599.47,8838.2,978.81,Credit Card,Marketplace,Standard,Accessories
50513,39,1020,2025-06-21,3,0.05,9187.2,26183.52,3220.34,UPI,Website,Express,Furniture
50514,36,1010,2025-03-26,4,0.1,14618.21,52625.56,9739.18,Debit Card,Website,Standard,Furniture
50515,63,1019,2025-01-15,4,0.0,3726.15,14904.6,2755.45,UPI,Website,Express,Bags
50516,128,1033,2026-08-11,2,0.05,477.24,906.76,211.92,Credit Card,Marketplace,Standard,Stationery
50517,79,1017,2025-11-16,2,0.2,6802.55,10884.08,2152.99,UPI,Website,Standard,Networking
50518,53,1005,2025-09-08,4,0.2,4966.96,15894.27,2814.18,UPI,Website,Express,Electronics
50519,117,1031,2026-08-03,1,0.0,11800.24,11800.24,1576.44,UPI,Marketplace,Standard,Furniture
50520,129,1004,2025-05-20,1,0.05,20837.66,19795.78,1353.03,Debit Card,Mobile App,Standard,Electronics
50521,136,1014,2025-09-08,4,0.05,18785.33,71384.25,11232.5,Net Banking,Website,Same Day,Office Equipment
50522,45,1001,2026-06-12,1,0.05,58323.17,55407.01,11278.5,UPI,Website,Standard,Electronics
50523,107,1006,2026-01-29,5,0.05,2599.47,12347.48,2807.66,Cash on Delivery,Mobile App,Standard,Accessories
50524,89,1027,2025-09-06,2,0.0,1401.54,2803.08,418.21,Cash on Delivery,Website,Standard,Accessories
50525,68,1052,2025-06-09,4,0.15,206.78,703.05,179.19,UPI,Website,Standard,Stationery
50526,60,1047,2025-01-22,1,0.0,2167.3,2167.3,311.33,Debit Card,Mobile App,Express,Accessories
50527,18,1006,2025-02-22,3,0.0,2599.47,7798.41,1982.69,Credit Card,Website,Standard,Accessories
50528,42,1003,2025-04-11,2,0.15,19839.12,33726.5,3462.42,UPI,Mobile App,Same Day,Electronics
50529,83,1021,2026-05-06,2,0.1,49224.66,88604.39,11706.71,Credit Card,Website,Express,Electronics
50530,133,1040,2026-02-03,1,0.05,24809.39,23568.92,2103.33,UPI,Website,Same Day,Furniture
50531,130,1045,2025-09-28,5,0.2,2649.49,10597.96,1212.11,Cash on Delivery,Website,Express,Electronics
50532,29,1050,2026-05-03,2,0.05,23722.8,45073.32,6579.12,Cash on Delivery,Website,Same Day,Furniture
50533,102,1021,2025-04-11,4,0.05,49224.66,187053.71,24870.45,Net Banking,Website,Standard,Electronics
50534,13,1011,2025-05-12,2,0.0,11263.8,22527.6,2173.18,Credit Card,Website,Standard,Furniture
50535,102,1002,2025-09-02,1,0.0,20805.41,20805.41,2023.25,Credit Card,Store,Standard,Electronics
50536,52,1009,2026-07-26,5,0.05,20536.09,97546.43,6311.72,Cash on Delivery,Marketplace,Express,Furniture
50537,68,1004,2026-01-18,1,0.05,20837.66,19795.78,1865.03,UPI,Website,Standard,Electronics
50538,108,1052,2026-06-15,1,0.15,206.78,175.76,43.22,UPI,Mobile App,Express,Stationery
50539,64,1017,2025-06-04,4,0.05,6802.55,25849.69,5342.12,Credit Card,Mobile App,Standard,Networking
50540,122,1050,2026-06-13,5,0.2,23722.8,94891.2,9151.26,UPI,Marketplace,Express,Furniture
50541,81,1034,2025-02-15,5,0.05,25181.87,119613.88,22531.99,UPI,Website,Standard,Office Equipment
50542,150,1033,2025-05-22,2,0.0,477.24,954.48,-21.68,UPI,Website,Same Day,Stationery
50543,96,1028,2025-11-22,4,0.1,6048.55,21774.78,4126.92,Debit Card,Website,Standard,Accessories
50544,45,1050,2025-02-01,1,0.05,23722.8,22536.66,1890.25,UPI,Website,Standard,Furniture
50545,117,1003,2026-06-19,3,0.05,19839.12,56541.49,8952.54,UPI,Website,Express,Electronics
50546,62,1006,2026-06-25,2,0.05,2599.47,4938.99,1443.62,UPI,Marketplace,Express,Accessories
50547,81,1026,2025-12-04,1,0.0,5311.67,5311.67,650.57,Credit Card,Store,Express,Accessories
50548,21,1024,2025-07-10,2,0.05,42433.6,80623.84,9682.9,Cash on Delivery,Website,Same Day,Electronics
50549,18,1033,2025-03-03,2,0.05,477.24,906.76,278.18,UPI,Mobile App,Standard,Stationery
50550,87,1045,2026-01-21,1,0.05,2649.49,2517.02,223.05,Debit Card,Mobile App,Express,Electronics
50551,29,1036,2025-12-01,1,0.0,2828.09,2828.09,-264.41,Net Banking,Mobile App,Standard,Storage
50552,150,1016,2026-04-19,2,0.05,2337.23,4440.74,1014.13,UPI,Mobile App,Standard,Storage
50553,129,1020,2026-01-11,1,0.05,9187.2,8727.84,976.59,Net Banking,Website,Standard,Furniture
50554,106,1046,2025-03-21,1,0.05,1557.14,1479.28,331.67,Debit Card,Marketplace,Standard,Accessories
50555,111,1013,2025-03-17,4,0.0,498.28,1993.12,-79.08,Credit Card,Store,Standard,Stationery
50556,90,1031,2026-05-02,1,0.05,11800.24,11210.23,1761.71,UPI,Mobile App,Express,Furniture
50557,10,1033,2025-04-10,2,0.0,477.24,954.48,225.95,UPI,Mobile App,Standard,Stationery
50558,59,1046,2026-08-08,2,0.05,1557.14,2958.57,522.41,Cash on Delivery,Mobile App,Same Day,Accessories
50559,75,1043,2025-03-08,2,0.0,16033.91,32067.82,3325.07,Net Banking,Website,Standard,Electronics
50560,138,1028,2026-03-30,2,0.05,6048.55,11492.24,2792.46,Cash on Delivery,Website,Standard,Accessories
50561,33,1019,2026-08-31,2,0.15,3726.15,6334.46,840.33,Cash on Delivery,Mobile App,Express,Bags
50562,75,1023,2025-10-02,4,0.15,33930.89,115365.03,14164.1,UPI,Website,Standard,Electronics
50563,52,1025,2025-02-05,5,0.1,9587.13,43142.08,5735.18,Net Banking,Marketplace,Standard,Electronics
50564,21,1014,2026-07-01,1,0.1,18785.33,16906.8,2105.02,Credit Card,Mobile App,Express,Office Equipment
50565,16,1038,2025-04-27,3,0.0,1215.75,3647.25,774.36,Net Banking,Mobile App,Standard,Accessories
50566,55,1013,2025-11-25,5,0.0,498.28,2491.4,935.29,UPI,Website,Standard,Stationery
50567,13,1039,2026-09-06,1,0.1,2825.6,2543.04,470.25,UPI,Store,Express,Bags
50568,11,1046,2026-04-09,4,0.15,1557.14,5294.28,957.43,Net Banking,Website,Standard,Accessories
50569,53,1058,2025-01-29,2,0.05,3369.95,6402.9,1566.63,Net Banking,Website,Express,Accessories
50570,31,1008,2026-05-27,5,0.15,3937.51,16734.42,3523.29,Debit Card,Website,Express,Accessories
50571,84,1046,2025-04-11,2,0.0,1557.14,3114.28,820.09,UPI,Mobile App,Standard,Accessories
50572,3,1006,2026-04-12,4,0.0,2599.47,10397.88,2154.92,UPI,Store,Standard,Accessories
50573,46,1021,2026-01-22,1,0.0,49224.66,49224.66,6049.47,Cash on Delivery,Website,Standard,Electronics
50574,68,1011,2025-06-29,1,0.05,11263.8,10700.61,715.16,Credit Card,Store,Express,Furniture
50575,145,1010,2025-09-21,5,0.1,14618.21,65781.94,4657.52,Credit Card,Website,Standard,Furniture
50576,96,1011,2025-03-15,2,0.0,11263.8,22527.6,1477.27,Credit Card,Mobile App,Same Day,Furniture
50577,133,1003,2026-09-07,2,0.15,19839.12,33726.5,4750.35,Credit Card,Website,Standard,Electronics
50578,52,1050,2025-05-29,1,0.1,23722.8,21350.52,1644.71,Credit Card,Mobile App,Express,Furniture
50579,68,1004,2025-07-12,1,0.0,20837.66,20837.66,3457.17,Credit Card,Mobile App,Standard,Electronics
50580,64,1024,2025-11-10,4,0.0,42433.6,169734.4,22212.3,Net Banking,Mobile App,Standard,Electronics
50581,134,1042,2026-02-23,1,0.1,68597.09,61737.38,7594.7,Cash on Delivery,Website,Standard,Electronics
50582,144,1060,2025-11-11,2,0.1,25984.19,46771.54,4189.73,Cash on Delivery,Marketplace,Standard,Furniture
50583,145,1052,2025-11-11,1,0.0,206.78,206.78,56.42,Credit Card,Store,Same Day,Stationery
50584,113,1009,2025-12-29,1,0.0,20536.09,20536.09,1859.16,Credit Card,Mobile App,Standard,Furniture
50585,76,1060,2026-06-19,1,0.05,25984.19,24684.98,2126.71,Debit Card,Mobile App,Standard,Furniture
50586,82,1040,2025-09-04,5,0.05,24809.39,117844.6,16351.89,Net Banking,Marketplace,Standard,Furniture
50587,148,1011,2026-06-03,5,0.0,11263.8,56319.0,6678.41,Credit Card,Website,Standard,Furniture
50588,43,1027,2026-05-06,1,0.2,1401.54,1121.23,212.66,Debit Card,Marketplace,Express,Accessories
50589,53,1056,2026-08-22,1,0.05,2092.68,1988.05,408.35,Net Banking,Website,Express,Storage
50590,135,1024,2026-07-23,2,0.05,42433.6,80623.84,10501.69,Debit Card,Marketplace,Express,Electronics
50591,58,1012,2026-05-13,2,0.0,390.94,781.88,-43.91,Net Banking,Website,Standard,Stationery
50592,36,1053,2025-06-03,3,0.2,453.24,1087.78,214.15,UPI,Website,Standard,Stationery
50593,85,1058,2026-04-28,1,0.0,3369.95,3369.95,980.98,Credit Card,Mobile App,Express,Accessories
50594,49,1059,2026-04-04,1,0.2,2989.86,2391.89,396.51,Debit Card,Mobile App,Standard,Bags
50595,134,1058,2025-06-30,1,0.05,3369.95,3201.45,859.48,UPI,Marketplace,Express,Accessories
50596,137,1053,2026-02-27,2,0.15,453.24,770.51,177.24,Cash on Delivery,Store,Standard,Stationery
50597,46,1028,2025-06-07,1,0.0,6048.55,6048.55,1424.51,Debit Card,Website,Standard,Accessories
50598,80,1012,2025-11-22,4,0.0,390.94,1563.76,435.92,UPI,Website,Express,Stationery
50599,148,1038,2026-05-12,1,0.15,1215.75,1033.39,258.82,Net Banking,Website,Standard,Accessories
50600,112,1014,2025-04-28,1,0.15,18785.33,15967.53,1822.04,Debit Card,Mobile App,Same Day,Office Equipment
50601,33,1029,2025-07-29,2,0.05,15282.9,29037.51,3949.98,Net Banking,Mobile App,Standard,Furniture
50602,89,1040,2026-05-11,2,0.0,24809.39,49618.78,7675.22,Credit Card,Marketplace,Standard,Furniture
50603,93,1057,2025-10-10,1,0.2,6035.46,4828.37,774.11,Cash on Delivery,Marketplace,Standard,Networking
50604,99,1018,2026-08-22,1,0.05,3998.59,3798.66,765.53,Credit Card,Website,Standard,Accessories
50605,4,1016,2025-01-05,1,0.2,2337.23,1869.78,297.8,Debit Card,Mobile App,Standard,Storage
50606,45,1045,2026-03-26,3,0.15,2649.49,6756.2,811.37,UPI,Mobile App,Standard,Electronics
50607,129,1001,2026-05-23,2,0.15,58323.17,99149.39,17742.46,Debit Card,Mobile App,Express,Electronics
50608,37,1034,2026-07-26,1,0.1,25181.87,22663.68,2471.92,Debit Card,Website,Express,Office Equipment
50609,45,1045,2025-04-08,2,0.1,2649.49,4769.08,491.48,Credit Card,Mobile App,Standard,Electronics
50610,49,1034,2026-09-06,5,0.05,25181.87,119613.88,22680.68,Credit Card,Mobile App,Standard,Office Equipment
50611,27,1024,2025-09-02,1,0.0,42433.6,42433.6,6274.32,Net Banking,Website,Standard,Electronics
50612,24,1050,2025-08-08,5,0.05,23722.8,112683.3,18177.28,Debit Card,Marketplace,Express,Furniture
50613,53,1023,2025-08-10,1,0.1,33930.89,30537.8,3576.51,UPI,Website,Standard,Electronics
50614,132,1043,2026-02-02,1,0.15,16033.91,13628.82,1820.97,Cash on Delivery,Mobile App,Standard,Electronics
50615,1,1028,2026-02-15,1,0.05,6048.55,5746.12,982.19,Debit Card,Mobile App,Standard,Accessories
50616,43,1002,2025-10-23,1,0.1,20805.41,18724.87,2510.98,Cash on Delivery,Marketplace,Standard,Electronics
50617,10,1032,2025-02-14,1,0.0,241.73,241.73,35.37,Cash on Delivery,Website,Standard,Stationery
50618,85,1003,2026-09-07,2,0.05,19839.12,37694.33,5638.68,Cash on Delivery,Website,Standard,Electronics
50619,38,1056,2025-05-19,1,0.05,2092.68,1988.05,383.32,Net Banking,Website,Same Day,Storage
50620,119,1037,2025-02-28,3,0.2,2643.15,6343.56,1064.75,Debit Card,Mobile App,Standard,Networking
50621,88,1023,2026-01-08,2,0.0,33930.89,67861.78,8064.39,UPI,Website,Standard,Electronics
50622,118,1030,2025-09-14,2,0.0,8425.83,16851.66,1488.79,Credit Card,Marketplace,Standard,Furniture
50623,96,1038,2026-01-19,2,0.0,1215.75,2431.5,564.16,Net Banking,Website,Standard,Accessories
50624,66,1016,2026-06-30,1,0.0,2337.23,2337.23,312.31,Credit Card,Website,Standard,Storage
50625,130,1018,2025-03-02,3,0.05,3998.59,11395.98,2535.87,Cash on Delivery,Mobile App,Standard,Accessories
50626,72,1026,2025-06-26,1,0.1,5311.67,4780.5,-98.09,UPI,Marketplace,Standard,Accessories
50627,143,1016,2025-11-18,3,0.15,2337.23,5959.94,1423.39,Credit Card,Marketplace,Express,Storage
50628,150,1046,2026-05-06,5,0.2,1557.14,6228.56,833.22,Credit Card,Marketplace,Standard,Accessories
50629,89,1007,2026-01-10,4,0.0,3195.83,12783.32,2254.77,Credit Card,Mobile App,Express,Accessories
50630,102,1050,2025-08-27,2,0.0,23722.8,47445.6,5702.92,UPI,Marketplace,Standard,Furniture
50631,39,1021,2026-01-16,1,0.0,49224.66,49224.66,6300.26,UPI,Marketplace,Standard,Electronics
50632,123,1034,2026-09-03,4,0.0,25181.87,100727.48,-9932.1,Net Banking,Website,Same Day,Office Equipment
50633,101,1010,2025-10-27,1,0.15,14618.21,12425.48,1482.67,Credit Card,Mobile App,Express,Furniture
50634,136,1024,2026-07-05,2,0.0,42433.6,84867.2,11008.42,UPI,Marketplace,Standard,Electronics
50635,41,1046,2026-05-01,4,0.0,1557.14,6228.56,1770.35,UPI,Website,Express,Accessories
50636,119,1017,2025-07-07,5,0.15,6802.55,28910.84,4641.04,Credit Card,Mobile App,Standard,Networking
50637,71,1008,2025-06-05,5,0.2,3937.51,15750.04,3959.44,UPI,Mobile App,Standard,Accessories
50638,28,1032,2026-04-25,1,0.0,241.73,241.73,41.84,Debit Card,Mobile App,Express,Stationery
50639,26,1010,2025-05-10,5,0.0,14618.21,73091.05,6221.67,Net Banking,Website,Express,Furniture
50640,85,1019,2025-07-29,1,0.05,3726.15,3539.84,779.35,UPI,Mobile App,Standard,Bags
50641,48,1028,2025-05-27,2,0.05,6048.55,11492.24,2846.45,Debit Card,Marketplace,Standard,Accessories
50642,16,1034,2026-01-13,5,0.2,25181.87,100727.48,11131.63,UPI,Website,Standard,Office Equipment
50643,65,1039,2025-07-03,3,0.05,2825.6,8052.96,1538.17,UPI,Website,Standard,Bags
50644,98,1041,2026-02-15,5,0.0,61681.89,308409.45,27907.0,Cash on Delivery,Website,Same Day,Electronics
50645,48,1051,2026-08-06,1,0.05,10450.86,9928.32,1048.57,Credit Card,Website,Standard,Furniture
50646,144,1004,2026-06-01,1,0.05,20837.66,19795.78,3047.28,Cash on Delivery,Store,Standard,Electronics
50647,117,1022,2026-08-14,1,0.05,70964.21,67416.0,7925.44,UPI,Mobile App,Standard,Electronics
50648,77,1001,2025-01-16,1,0.05,58323.17,55407.01,6808.28,UPI,Website,Standard,Electronics
50649,141,1001,2025-10-11,3,0.2,58323.17,139975.61,13673.92,Credit Card,Website,Standard,Electronics
50650,65,1013,2025-05-18,2,0.15,498.28,847.08,174.3,Credit Card,Store,Same Day,Stationery
50651,21,1036,2026-07-26,3,0.0,2828.09,8484.27,2117.85,Cash on Delivery,Website,Express,Storage
50652,6,1054,2026-03-20,2,0.0,28828.67,57657.34,8201.53,UPI,Marketplace,Express,Office Equipment
50653,141,1047,2025-07-19,1,0.1,2167.3,1950.57,304.09,Cash on Delivery,Website,Standard,Accessories
50654,144,1039,2025-12-18,1,0.05,2825.6,2684.32,474.7,Cash on Delivery,Website,Standard,Bags
50655,111,1047,2026-01-13,2,0.05,2167.3,4117.87,534.14,Credit Card,Marketplace,Standard,Accessories
50656,16,1011,2025-11-05,5,0.0,11263.8,56319.0,4812.87,UPI,Website,Standard,Furniture
50657,45,1051,2025-10-23,4,0.0,10450.86,41803.44,5974.56,Credit Card,Mobile App,Standard,Furniture
50658,7,1054,2025-02-04,1,0.1,28828.67,25945.8,3518.55,UPI,Website,Express,Office Equipment
50659,8,1006,2025-10-09,2,0.15,2599.47,4419.1,1251.45,Net Banking,Marketplace,Express,Accessories
50660,37,1029,2025-08-05,3,0.15,15282.9,38971.39,4196.93,Credit Card,Marketplace,Standard,Furniture
50661,86,1050,2026-05-25,2,0.0,23722.8,47445.6,5177.71,Cash on Delivery,Marketplace,Standard,Furniture
50662,10,1029,2026-06-23,1,0.0,15282.9,15282.9,1918.15,Debit Card,Website,Express,Furniture
50663,148,1051,2026-04-13,2,0.0,10450.86,20901.72,947.34,Credit Card,Marketplace,Standard,Furniture
50664,69,1057,2025-01-20,1,0.05,6035.46,5733.69,1018.67,Debit Card,Store,Same Day,Networking
50665,40,1029,2026-06-09,1,0.05,15282.9,14518.76,1579.85,Credit Card,Website,Standard,Furniture
50666,78,1004,2025-09-04,3,0.2,20837.66,50010.38,-5845.28,Cash on Delivery,Website,Standard,Electronics
50667,119,1021,2025-09-17,1,0.2,49224.66,39379.73,6205.84,UPI,Marketplace,Standard,Electronics
50668,47,1013,2026-08-12,1,0.0,498.28,498.28,89.76,Cash on Delivery,Website,Same Day,Stationery
50669,8,1029,2026-06-25,2,0.1,15282.9,27509.22,3852.93,Net Banking,Mobile App,Standard,Furniture
50670,8,1036,2025-02-01,3,0.0,2828.09,8484.27,1439.04,Cash on Delivery,Marketplace,Express,Storage
50671,128,1028,2025-08-13,2,0.0,6048.55,12097.1,1938.0,Credit Card,Website,Standard,Accessories
50672,17,1012,2026-04-13,1,0.05,390.94,371.39,93.0,Net Banking,Mobile App,Standard,Stationery
50673,96,1019,2025-12-02,4,0.0,3726.15,14904.6,2705.55,UPI,Mobile App,Express,Bags
50674,58,1041,2025-06-10,5,0.0,61681.89,308409.45,53663.28,Net Banking,Website,Standard,Electronics
50675,117,1002,2025-11-23,5,0.05,20805.41,98825.7,13810.08,UPI,Marketplace,Standard,Electronics
50676,10,1013,2026-06-24,3,0.0,498.28,1494.84,-155.21,UPI,Website,Standard,Stationery
50677,135,1054,2025-05-20,2,0.05,28828.67,54774.47,9187.87,Credit Card,Website,Express,Office Equipment
50678,105,1006,2026-04-10,5,0.05,2599.47,12347.48,3063.24,UPI,Marketplace,Standard,Accessories
50679,68,1025,2026-04-03,2,0.15,9587.13,16298.12,2484.01,Credit Card,Website,Standard,Electronics
50680,32,1013,2026-07-06,1,0.0,498.28,498.28,156.93,Net Banking,Marketplace,Same Day,Stationery
50681,147,1007,2025-07-05,4,0.0,3195.83,12783.32,2899.03,UPI,Website,Express,Accessories
50682,46,1026,2025-05-15,1,0.05,5311.67,5046.09,1046.44,Net Banking,Mobile App,Express,Accessories
50683,74,1032,2025-12-08,5,0.0,241.73,1208.65,369.16,UPI,Website,Express,Stationery
50684,60,1011,2025-11-27,1,0.1,11263.8,10137.42,1092.82,Net Banking,Mobile App,Express,Furniture
50685,35,1005,2025-09-13,4,0.0,4966.96,19867.84,2601.71,Net Banking,Marketplace,Standard,Electronics
50686,63,1009,2026-05-01,2,0.05,20536.09,39018.57,5917.64,Credit Card,Marketplace,Standard,Furniture
50687,23,1040,2026-05-13,2,0.2,24809.39,39695.02,5924.5,Debit Card,Store,Express,Furniture
50688,1,1052,2025-06-03,1,0.0,206.78,206.78,-21.11,Cash on Delivery,Mobile App,Express,Stationery
50689,44,1011,2026-05-11,4,0.0,11263.8,45055.2,4461.55,Net Banking,Marketplace,Same Day,Furniture
50690,17,1020,2025-05-24,1,0.15,9187.2,7809.12,1135.51,Credit Card,Mobile App,Standard,Furniture
50691,63,1021,2025-09-11,2,0.05,49224.66,93526.85,14299.5,Credit Card,Store,Standard,Electronics
50692,130,1022,2025-01-17,1,0.0,70964.21,70964.21,9865.84,Net Banking,Mobile App,Standard,Electronics
50693,25,1015,2025-08-01,2,0.0,8390.1,16780.2,2806.55,UPI,Marketplace,Standard,Storage
50694,1,1004,2026-08-21,1,0.15,20837.66,17712.01,2470.59,Net Banking,Website,Standard,Electronics
50695,17,1032,2025-10-03,3,0.15,241.73,616.41,147.23,UPI,Mobile App,Express,Stationery
50696,77,1022,2026-03-19,2,0.0,70964.21,141928.42,15754.04,Net Banking,Marketplace,Standard,Electronics
50697,42,1021,2025-03-09,1,0.05,49224.66,46763.43,-3360.57,UPI,Website,Standard,Electronics
50698,74,1016,2026-01-31,1,0.15,2337.23,1986.65,378.48,UPI,Website,Standard,Storage
50699,5,1056,2025-08-20,3,0.0,2092.68,6278.04,1036.72,Cash on Delivery,Store,Express,Storage
50700,50,1037,2026-04-09,1,0.0,2643.15,2643.15,538.68,Cash on Delivery,Mobile App,Express,Networking
50701,62,1026,2026-08-02,1,0.15,5311.67,4514.92,1159.02,Cash on Delivery,Website,Standard,Accessories
50702,65,1013,2025-11-28,3,0.0,498.28,1494.84,435.31,Cash on Delivery,Website,Standard,Stationery
50703,83,1049,2025-03-06,1,0.15,14177.38,12050.77,1245.02,Credit Card,Mobile App,Standard,Furniture
50704,118,1054,2025-10-24,2,0.05,28828.67,54774.47,8943.54,UPI,Mobile App,Standard,Office Equipment
50705,71,1002,2025-03-18,1,0.2,20805.41,16644.33,2200.87,UPI,Store,Standard,Electronics
50706,127,1056,2025-10-08,1,0.0,2092.68,2092.68,274.28,Credit Card,Store,Express,Storage
50707,80,1042,2025-02-08,3,0.2,68597.09,164633.02,24569.84,UPI,Mobile App,Express,Electronics
50708,40,1006,2026-02-03,2,0.0,2599.47,5198.94,1073.22,Cash on Delivery,Marketplace,Standard,Accessories
50709,35,1046,2025-07-13,5,0.0,1557.14,7785.7,2445.61,UPI,Website,Standard,Accessories
50710,49,1007,2025-05-06,4,0.1,3195.83,11504.99,3038.7,UPI,Marketplace,Standard,Accessories
50711,90,1004,2025-01-11,1,0.05,20837.66,19795.78,2976.08,UPI,Website,Standard,Electronics
50712,37,1007,2026-07-08,2,0.15,3195.83,5432.91,1146.15,UPI,Website,Standard,Accessories
50713,138,1028,2026-06-06,1,0.0,6048.55,6048.55,-666.29,UPI,Store,Express,Accessories
50714,72,1038,2026-05-21,2,0.0,1215.75,2431.5,378.92,Debit Card,Marketplace,Standard,Accessories
50715,130,1025,2025-02-06,1,0.05,9587.13,9107.77,-859.0,UPI,Website,Express,Electronics
50716,103,1008,2025-08-06,5,0.2,3937.51,15750.04,2545.32,Debit Card,Mobile App,Standard,Accessories
50717,51,1012,2026-08-29,1,0.05,390.94,371.39,88.2,Cash on Delivery,Mobile App,Express,Stationery
50718,35,1052,2025-12-27,2,0.15,206.78,351.53,45.29,Debit Card,Website,Express,Stationery
50719,112,1058,2025-03-22,1,0.2,3369.95,2695.96,474.62,Debit Card,Website,Standard,Accessories
50720,50,1046,2025-03-29,5,0.15,1557.14,6617.84,-391.37,Credit Card,Website,Standard,Accessories
50721,38,1007,2025-06-13,5,0.05,3195.83,15180.19,2892.15,UPI,Mobile App,Express,Accessories
50722,140,1050,2026-08-29,4,0.1,23722.8,85402.08,8026.62,UPI,Mobile App,Standard,Furniture
50723,73,1042,2025-04-16,1,0.05,68597.09,65167.24,7835.23,Cash on Delivery,Mobile App,Standard,Electronics
50724,8,1032,2026-07-17,1,0.1,241.73,217.56,72.02,Debit Card,Website,Standard,Stationery
50725,75,1009,2026-02-27,3,0.05,20536.09,58527.86,7375.91,UPI,Store,Standard,Furniture
50726,70,1060,2026-07-29,2,0.05,25984.19,49369.96,4761.27,Credit Card,Mobile App,Express,Furniture
50727,130,1027,2026-05-30,5,0.05,1401.54,6657.32,1311.44,Net Banking,Marketplace,Standard,Accessories
50728,107,1003,2025-07-26,3,0.1,19839.12,53565.62,6920.16,Debit Card,Website,Standard,Electronics
50729,29,1013,2026-05-31,2,0.15,498.28,847.08,168.95,Credit Card,Mobile App,Standard,Stationery
50730,23,1025,2025-04-16,5,0.2,9587.13,38348.52,4141.75,Cash on Delivery,Marketplace,Express,Electronics
50731,91,1004,2025-07-01,4,0.05,20837.66,79183.11,12582.27,Debit Card,Website,Express,Electronics
50732,8,1020,2025-05-12,2,0.0,9187.2,18374.4,1834.52,Debit Card,Website,Standard,Furniture
50733,48,1029,2025-03-24,1,0.05,15282.9,14518.76,1212.44,UPI,Website,Standard,Furniture
50734,21,1057,2025-02-26,1,0.0,6035.46,6035.46,1016.29,UPI,Website,Standard,Networking
50735,4,1006,2025-04-27,2,0.0,2599.47,5198.94,1066.78,Cash on Delivery,Mobile App,Standard,Accessories
50736,138,1035,2025-03-16,2,0.0,12594.51,25189.02,2566.28,Debit Card,Website,Standard,Storage
50737,14,1055,2025-08-26,1,0.05,15982.2,15183.09,2708.46,Credit Card,Website,Standard,Storage
50738,2,1049,2025-02-14,1,0.2,14177.38,11341.9,1485.85,Debit Card,Mobile App,Standard,Furniture
50739,140,1056,2025-02-08,3,0.05,2092.68,5964.14,1180.12,UPI,Website,Express,Storage
50740,29,1011,2026-09-09,4,0.05,11263.8,42802.44,7017.93,Net Banking,Website,Standard,Furniture
50741,123,1049,2025-02-24,1,0.0,14177.38,14177.38,1988.76,UPI,Marketplace,Express,Furniture
50742,5,1059,2025-02-16,2,0.1,2989.86,5381.75,1348.48,Net Banking,Website,Standard,Bags
50743,24,1020,2025-01-19,1,0.0,9187.2,9187.2,1633.14,Credit Card,Website,Standard,Furniture
50744,17,1030,2025-03-24,3,0.15,8425.83,21485.87,2757.66,UPI,Website,Standard,Furniture
50745,106,1032,2025-11-25,4,0.15,241.73,821.88,204.33,UPI,Website,Express,Stationery
50746,94,1030,2026-05-31,4,0.2,8425.83,26962.66,3601.25,Net Banking,Mobile App,Express,Furniture
50747,72,1018,2026-04-03,2,0.0,3998.59,7997.18,1402.65,UPI,Website,Standard,Accessories
50748,37,1059,2025-12-28,3,0.0,2989.86,8969.58,1744.59,UPI,Website,Express,Bags
50749,14,1058,2025-02-22,5,0.0,3369.95,16849.75,2889.73,Net Banking,Store,Standard,Accessories
50750,86,1023,2026-04-28,2,0.15,33930.89,57682.51,8155.29,Credit Card,Store,Standard,Electronics
50751,35,1049,2025-01-24,2,0.0,14177.38,28354.76,2671.69,Credit Card,Website,Standard,Furniture
50752,89,1024,2026-01-29,4,0.2,42433.6,135787.52,14984.67,UPI,Website,Standard,Electronics
50753,104,1048,2025-09-13,2,0.0,4559.9,9119.8,1989.87,Cash on Delivery,Mobile App,Standard,Accessories
50754,128,1036,2026-07-04,4,0.0,2828.09,11312.36,1974.53,UPI,Marketplace,Express,Storage
50755,75,1029,2025-07-11,2,0.0,15282.9,30565.8,1936.47,UPI,Marketplace,Standard,Furniture
50756,1,1008,2026-02-02,4,0.15,3937.51,13387.53,1820.11,UPI,Website,Standard,Accessories
50757,43,1040,2025-10-02,1,0.05,24809.39,23568.92,1938.22,UPI,Website,Standard,Furniture
50758,129,1020,2025-11-22,1,0.0,9187.2,9187.2,814.28,UPI,Mobile App,Standard,Furniture
50759,80,1014,2026-08-08,1,0.1,18785.33,16906.8,2582.75,UPI,Marketplace,Standard,Office Equipment
50760,93,1012,2026-03-21,2,0.1,390.94,703.69,177.02,UPI,Marketplace,Express,Stationery
50761,69,1059,2025-09-16,3,0.05,2989.86,8521.1,1998.44,Credit Card,Website,Express,Bags
50762,25,1007,2025-10-06,1,0.05,3195.83,3036.04,707.77,Cash on Delivery,Mobile App,Standard,Accessories
50763,135,1048,2026-03-15,1,0.0,4559.9,4559.9,1127.04,UPI,Website,Express,Accessories
50764,116,1052,2025-08-04,4,0.0,206.78,827.12,225.08,UPI,Marketplace,Standard,Stationery
